uniq_id,description,image,cat_lvl_0,cat_lvl_1,cat_lvl_2,cat_lvl_3,encoded_cat_lvl_0,image_path,clusters_labels
04f9f818e2d657b873b07578cfe2eade,Buy Monil Cow With Calf Showpiece  -  10.2 cm for Rs.520 online. Monil Cow With Calf Showpiece  -  10.2 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,04f9f818e2d657b873b07578cfe2eade.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Monil Ethnic,3,Dataset\Images\04f9f818e2d657b873b07578cfe2eade.jpg,6
273982a65b9c7dabe56c8345552bfad7,"Pristine Hard Anodised Kadhai 2 L (Aluminium)
                         Price: Rs. 899
				
			PRISTINE, Manufacturers of a range of Gourmet Cookware carries an experience of over two decades & has been successfully exporting to The Americas, Europe, Australia. The organization is ISO Certified having state of the art manufacturing facility spread over an area of 1,50,000 sq.feet.All products are manufactured with precise workmanship & pass through stringent quality control tests & checks. We deliver Quality products to our customers at factory prices. All products are packed in attractive gift boxes making it an ideal gifting solution as well.Our efforts are towards making the Kitchen a smarter place enhancing convenience, reduce time spent & reflect modern lifestyles.Our Mission: �To provide Quality Products at Affordable Prices.�
PRISTINE, Manufacturers of a range of Gourmet Cookware carries an experience of over two decades & has been successfully exporting to The Americas, Europe, Australia. The organization is ISO Certified having state of the art manufacturing facility spread over an area of 1,50,000 sq.feet.All products are manufactured with precise workmanship & pass through stringent quality control tests & checks. We deliver Quality products to our customers at factory prices. All products are packed in attractive gift boxes making it an ideal gifting solution as well.Our efforts are towards making the Kitchen a smarter place enhancing convenience, reduce time spent & reflect modern lifestyles.Our Mission: �To provide Quality Products at Affordable Prices.�",273982a65b9c7dabe56c8345552bfad7.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\273982a65b9c7dabe56c8345552bfad7.jpg,6
e1b2b3ad430dd738d958292441b6d046,Buy Shoppingtara Marble Elephant Pair Showpiece  -  5 cm for Rs.589 online. Shoppingtara Marble Elephant Pair Showpiece  -  5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,e1b2b3ad430dd738d958292441b6d046.jpg,Home Decor & Festive Needs,Showpieces,Shoppingtara Showpieces,,3,Dataset\Images\e1b2b3ad430dd738d958292441b6d046.jpg,6
9a3cdc88ebbba7612e88eac1b82c5f82,Buy Woodino Handicrafts Showpiece  -  6.5 cm for Rs.399 online. Woodino Handicrafts Showpiece  -  6.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,9a3cdc88ebbba7612e88eac1b82c5f82.jpg,Home Decor & Festive Needs,Showpieces,Woodino Handicrafts Showpieces,,3,Dataset\Images\9a3cdc88ebbba7612e88eac1b82c5f82.jpg,5
a4951eb41979fe482879f777c8f21d2b,"Unique Handicrafts Inlaid Marble Box Showpiece  -  4.5 cm (Stoneware, Blue)
                         Price: Rs. 1,200
				
			White Marble Box Inlaid With Semi Precious Stones
White Marble Box Inlaid With Semi Precious Stones",a4951eb41979fe482879f777c8f21d2b.jpg,Home Decor & Festive Needs,Showpieces,Unique Handicrafts Showpieces,,3,Dataset\Images\a4951eb41979fe482879f777c8f21d2b.jpg,5
412d0425bb7076610aace6549ded265c,"Lal Haveli Rajasthani Handmade Vintage Wooden Camel Design Jharoka Photo Frame Showpiece  -  43.18 cm (Wooden, Copper)
                         Price: Rs. 1,499
				
			This traditional Rajasthani designer jharokha has been carved out of wood and symbolizes the exquisite skill of the craftsman. The beautiful gold patterns that adorn the artwork give it an intense royal look and make it a perfect gift item for any occasion or even for enhancing your home decor.
This traditional Rajasthani designer jharokha has been carved out of wood and symbolizes the exquisite skill of the craftsman. The beautiful gold patterns that adorn the artwork give it an intense royal look and make it a perfect gift item for any occasion or even for enhancing your home decor.",412d0425bb7076610aace6549ded265c.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Lal Haveli Ethnic,3,Dataset\Images\412d0425bb7076610aace6549ded265c.jpg,6
0e73201f6d8807776e1d21c969078289,"Pigeon Kadhai 1.2 L (Aluminium, Glass, Non-stick)
                         Price: Rs. 899
				
			Italian Technology,Non-Stick Base,Strong, Sturdy, Stay-Cool, Heat Resistant Bakelite Handles For Easy Grip,.5 Layered Teflon Coating, Chemical Pfoa Free And Scratch Resistant, Metal Spoon Friendly
Italian Technology,Non-Stick Base,Strong, Sturdy, Stay-Cool, Heat Resistant Bakelite Handles For Easy Grip,.5 Layered Teflon Coating, Chemical Pfoa Free And Scratch Resistant, Metal Spoon Friendly",0e73201f6d8807776e1d21c969078289.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\0e73201f6d8807776e1d21c969078289.jpg,6
86dcb7d4ce6ec7bfb3e26d1bd859f4fb,"Sahara Q Shop Kadhai 1.5 L (Stainless Steel)
                         Price: Rs. 650
				
			Premium Non Stick Kadhai 1.5.Ltr
Premium Non Stick Kadhai 1.5.Ltr",86dcb7d4ce6ec7bfb3e26d1bd859f4fb.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\86dcb7d4ce6ec7bfb3e26d1bd859f4fb.jpg,6
093097cfe5626f4ad8914e0a16a940b5,Buy Mom Italy Wheel Pizza Cutter for Rs.169 online. Mom Italy Wheel Pizza Cutter at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,093097cfe5626f4ad8914e0a16a940b5.jpg,Kitchen & Dining,Kitchen Tools,Kitchen Implements,Pizza Cutters,5,Dataset\Images\093097cfe5626f4ad8914e0a16a940b5.jpg,6
908cc351957d02f72f60916006c531ba,Buy Rajo Raja Mahavastu Buddha Artpiece Showpiece  -  20.5 cm for Rs.1799 online. Rajo Raja Mahavastu Buddha Artpiece Showpiece  -  20.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,908cc351957d02f72f60916006c531ba.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Rajo Raja Ethnic,3,Dataset\Images\908cc351957d02f72f60916006c531ba.jpg,6
7ee2e665b7de2e1cc29e3c65bde0c318,Buy Mavi 237MBB Showpiece  -  15 cm for Rs.1290 online. Mavi 237MBB Showpiece  -  15 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,7ee2e665b7de2e1cc29e3c65bde0c318.jpg,Home Decor & Festive Needs,Showpieces,Mavi Showpieces,,3,Dataset\Images\7ee2e665b7de2e1cc29e3c65bde0c318.jpg,6
9906d8f74589c452b00f2b5642a63c5f,Buy S C Handicrafts Showpiece  -  40 cm for Rs.8900 online. S C Handicrafts Showpiece  -  40 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,9906d8f74589c452b00f2b5642a63c5f.jpg,Home Decor & Festive Needs,Showpieces,S C Handicrafts Showpieces,,3,Dataset\Images\9906d8f74589c452b00f2b5642a63c5f.jpg,6
0f7a56876c61ba98dfed48ede5d3f3e1,Buy Ruchikainternational ruc0013 Showpiece  -  13 cm for Rs.549 online. Ruchikainternational ruc0013 Showpiece  -  13 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,0f7a56876c61ba98dfed48ede5d3f3e1.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Ruchikainternational Ethnic,3,Dataset\Images\0f7a56876c61ba98dfed48ede5d3f3e1.jpg,6
6a1afb657e9ac01e3ca1956dfdcc3e9a,"Ndura Kadhai 1.7 L
                         Price: Rs. 654
				
			A fantastic addition to your kitchen, this silver coloured kadhai brought to you by Steel Factory is all set to ease up your cooking tasks. Finely crafted out of high quality stainless steel, this kadhai comes in mirror finish and looks very classy
A fantastic addition to your kitchen, this silver coloured kadhai brought to you by Steel Factory is all set to ease up your cooking tasks. Finely crafted out of high quality stainless steel, this kadhai comes in mirror finish and looks very classy",6a1afb657e9ac01e3ca1956dfdcc3e9a.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\6a1afb657e9ac01e3ca1956dfdcc3e9a.jpg,6
c3e1435782c0929327449eec11475b96,Buy Supreme Cookwares Kadhai 1.5 L for Rs.799 online. Supreme Cookwares Kadhai 1.5 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,c3e1435782c0929327449eec11475b96.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\c3e1435782c0929327449eec11475b96.jpg,6
719677b02bfccafb86e9be78f36f938b,"Key Features of Babeezworld Baby Boy's Romper Fabric: Cotton Brand Color: Blue:Green,Babeezworld Baby Boy's Romper Price: Rs. 499 Babeezworld presents a cute baby dungaree set for your little one.This dungaree set comes with a trendy round neck cotton t-shirt with shoulder loops for ease and comfort fit. Set is made of soft cotton material and has adjustable straps with two button closures. The front has a special character which gives it a stylish look. This dungaree set is an ideal pick for this summer and is available in multiple colors.,Specifications of Babeezworld Baby Boy's Romper Top Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 2 Fabric Cotton Type Romper Neck Round Neck General Details Pattern Printed Ideal For Baby Boy's Fabric Care Wash with Similar Colors, Use Detergent for Colors",719677b02bfccafb86e9be78f36f938b.jpg,Baby Care,Infant Wear,Baby Boys' Clothes,Dungarees & Jumpsuits,0,Dataset\Images\719677b02bfccafb86e9be78f36f938b.jpg,5
14826adf9bc4c34ea566dae3d85ef7cf,Specifications of Pittsburgh Polo Club PBPC-505-GRN Analog Watch  - For Men Functions Chronograph No Altimeter No Barometer No Calendar No Luminous No General Mechanism Quartz Type Analog Style Code PBPC-505-GRN Occasion Casual Ideal For Men Power Source Battery Powered Warranty 6 month manufacturer warranty Body Features Box Material Cardboard Dial Shape Round Strap Type Bracelet Strap Color Green Shock Resistance No Scratch Resistant No Water Resistant No Clasp Type Buckle Dial Color Green,14826adf9bc4c34ea566dae3d85ef7cf.jpg,Watches,Wrist Watches,Pittsburgh Polo Club Wrist Watches,Pittsburgh Polo Club PBPC-505-GRN Analog Watch  ...,6,Dataset\Images\14826adf9bc4c34ea566dae3d85ef7cf.jpg,4
113783ce1db999778b5a4bd374e61209,"Key Features of palito PLO 169 Analog Watch  - For Girls, Women Dial Color: red Dial Shape: Round Strap Color: red,Specifications of palito PLO 169 Analog Watch  - For Girls, Women General Type Analog Style Code PLO 169 Occasion Formal Ideal For Girls, Women Warranty 6 months Body Features Dial Shape Round Strap Color red Dial Color red",113783ce1db999778b5a4bd374e61209.jpg,Watches,Wrist Watches,palito Wrist Watches,"palito PLO 169 Analog Watch  - For Girls, Women",6,Dataset\Images\113783ce1db999778b5a4bd374e61209.jpg,4
553aa0252537751d153e7c50029f0242,"Specifications of Adino ADF04 Analog Watch  - For Girls General Type Analog Style Code ADF04 Ideal For Girls Occasion Party-Wedding Warranty 3 Month Body Features Dial Shape Round Strap Color Steel Dial Color Black, Pink, Green, Purpal",553aa0252537751d153e7c50029f0242.jpg,Watches,Wrist Watches,Adino Wrist Watches,Adino ADF04 Analog Watch  - For Girls,6,Dataset\Images\553aa0252537751d153e7c50029f0242.jpg,4
e2cec0756030a25f294ead3acc0570d2,Specifications of ESIDON AKADA06 Analog Watch  - For Women General Type Analog Style Code AKADA06 Ideal For Women Occasion Party-Wedding Warranty 3-month Body Features Dial Shape Round Strap Color Gold Dial Color White,e2cec0756030a25f294ead3acc0570d2.jpg,Watches,Wrist Watches,ESIDON Wrist Watches,ESIDON AKADA06 Analog Watch  - For Women,6,Dataset\Images\e2cec0756030a25f294ead3acc0570d2.jpg,6
009099b1f6e1e8f893ec29a7023153c4,"Specifications of palito PLO 166 Analog Watch  - For Girls, Women General Type Analog Style Code PLO 166 Ideal For Girls, Women Occasion Party-Wedding Warranty 6 months Body Features Dial Shape Round Strap Color black Dial Color black",009099b1f6e1e8f893ec29a7023153c4.jpg,Watches,Wrist Watches,palito Wrist Watches,"palito PLO 166 Analog Watch  - For Girls, Women",6,Dataset\Images\009099b1f6e1e8f893ec29a7023153c4.jpg,4
db3e2eeb4fe90d4755f2911d661eae95,"Bhavya Velvet Sofa Cover (Grey Pack of 10) Price: Rs. 1,999 Bhavya Velvet Sofa Cover (Black Pack of 10),Specifications of Bhavya Velvet Sofa Cover (Grey Pack of 10) In the Box Pack of 10 General Brand Bhavya Model Number 10BTSC2012Gb Shade Grey Color Black Type Sofa Pattern Floral Material Velvet Suitable For Living-Room Dimensions Width 58.4 cm Height 69 cm Weight 1 kg",db3e2eeb4fe90d4755f2911d661eae95.jpg,Home Furnishing,Living,Sofa Covers,Bhavya Velvet Sofa Cover (Grey Pack of 10),4,Dataset\Images\db3e2eeb4fe90d4755f2911d661eae95.jpg,1
a8ea6fc2b3cd95f46bced80853ce8e0e,"Key Features of cherry crumble california Baby Boy's Dungaree Fabric: 100% Cotton Brand Color: Grey Olive Camouflage,Specifications of cherry crumble california Baby Boy's Dungaree Top Details Fabric 100% Cotton Type Dungaree General Details Pattern Printed Ideal For Baby Boy's",a8ea6fc2b3cd95f46bced80853ce8e0e.jpg,Baby Care,Infant Wear,Baby Boys' Clothes,Dungarees & Jumpsuits,0,Dataset\Images\a8ea6fc2b3cd95f46bced80853ce8e0e.jpg,5
4d2e9f36823bad0f6fe8c6b19bb92bdb,"Specifications of Yves Bertelin YBSCR557 Analog Watch  - For Women General Mechanism Quartz Type Analog Style Code YBSCR557 Ideal For Women Occasion Party-Wedding Power Source Battery Powered Warranty 6 month plating, 1 yrs Warranty for movement & battery In the Box Watch, Warranty Card, Box Body Features Dial Shape Round Box Material Wooden Strap Color Multi Dial Color White Strap Material Ceramic Strap",4d2e9f36823bad0f6fe8c6b19bb92bdb.jpg,Watches,Wrist Watches,Yves Bertelin Wrist Watches,Yves Bertelin YBSCR557 Analog Watch  - For Women,6,Dataset\Images\4d2e9f36823bad0f6fe8c6b19bb92bdb.jpg,4
63f2d92a3f5fc6cfc11e7f99d5798eac,"Key Features of Services Junction Beautiful Black and Golden color Diamond Ganesh idol for Pooja Showpiece  -  5 cm Lord Ganesha | Ganesh | Ganpati by Gods & Gifts (G0004gld); Material:- Clay; Package Contents:- 1 Statue; Packaging:- Box Packed and Bubble Wrapped; Dimensions : 5cms x 4.5cms x 2.5cms  (approx.) Care Instructions: - Clean with Damp Cloth, Do not Submerge in Water.,Services Junction Beautiful Black and Golden color Diamond Ganesh idol for Pooja Showpiece  -  5 cm (Pottery, Black, Gold, Silver) Price: Rs. 1,249 ""Exclusive antique finish Black Ganesh Idol made with Clay and given a unique finish with Golden Diamond like stones studded. Limited edition pieces Available for gifting as well as for placing in home. Speciality: • Very rich and attractive • Limited Edition Item. Ganesh, Deity of Hinduism, Deva of Wisdom and Intellect, Handmade stone and fine painted Statue, Colorful Stone Ganesha with Very famous Meenakari, Hand painting. Gorgeous & Unique Ganesha Ganpati Bring prosperity and happiness in your home & Office, Perfect at Pooja Place, Desk , Home decor or as a beautiful Spiritual Gift. Disclaimer: The images represent actual product though color of the image and product may slightly differ. "",Specifications of Services Junction Beautiful Black and Golden color Diamond Ganesh idol for Pooja Showpiece  -  5 cm (Pottery, Black, Gold, Silver) General Brand Services Junction Model Number G00004gld_blk Type Contemporary, Religious Idols, Antique Shade Black, Golden, Silver Material Pottery Model Name Beautiful Black and Golden color Diamond Ganesh idol for Pooja Color Black, Gold, Silver Dimensions Weight 50 g Height 5 cm Width 4.5 cm Depth 2.5 cm Additional Features Other Features Lord Ganesha | Ganesh | Ganpati by Gods & Gifts (G0004gld);, Material:- Clay;, Package Contents:- 1 Statue;, Packaging:- Box Packed and Bubble Wrapped;, Dimensions : 5cms x 4.5cms x 2.5cms (approx.), Care Instructions: - Clean with Damp Cloth, Do not Submerge in Water. In the Box Sales Package 1 Ganesha Idol Pack of 1",63f2d92a3f5fc6cfc11e7f99d5798eac.jpg,Home Decor & Festive Needs,Showpiece,Contemporary,Services Junction Contemporary,3,Dataset\Images\63f2d92a3f5fc6cfc11e7f99d5798eac.jpg,6
64a9d0488652194fd8e879d5e6dc8015,"Specifications of palito PLO 149 Analog Watch  - For Girls, Women General Type Analog Style Code PLO 149 Ideal For Girls, Women Occasion Party-Wedding Warranty 6 months Body Features Dial Shape Round Strap Color black Dial Color black",64a9d0488652194fd8e879d5e6dc8015.jpg,Watches,Wrist Watches,palito Wrist Watches,"palito PLO 149 Analog Watch  - For Girls, Women",6,Dataset\Images\64a9d0488652194fd8e879d5e6dc8015.jpg,4
08613e8b27838b997069b1fedb6e88d2,Specifications of V9 METAL STRAP Analog Watch  - For Men General Type Analog Style Code METAL STRAP Occasion Casual Ideal For Men Warranty NO Body Features Dial Shape Round Strap Color STEEL Dial Color BLACK,08613e8b27838b997069b1fedb6e88d2.jpg,Watches,Wrist Watches,V9 Wrist Watches,V9 METAL STRAP Analog Watch  - For Men,6,Dataset\Images\08613e8b27838b997069b1fedb6e88d2.jpg,4
a66a68fbed935f90b62d5d29003267fc,Specifications of Dreamshomes Velvet Sofa Cover (Multicolour Pack of 6) In the Box Pack of 6 General Brand Dreamshomes Model Number SOFAB002 Shade Multicolour Color Multicolor Type Sofa Pattern Checkered Material Velvet Suitable For Living-Room Dimensions Height 36 cm Weight 1 kg,a66a68fbed935f90b62d5d29003267fc.jpg,Home Furnishing,Living,Sofa Covers,Dreamshomes Velvet Sofa Cover (Multicolour Pack ...,4,Dataset\Images\a66a68fbed935f90b62d5d29003267fc.jpg,1
